provinsi,jenis,daerah,tahun,periode,gk,ump,peng,upah
PAPUA BARAT,MAKANAN,PERDESAAN,2019,MARET,447368,2934500,618950,22987
PAPUA BARAT,MAKANAN,PERDESAAN,2019,SEPTEMBER,456010,2934500,618950,22987
PAPUA BARAT,MAKANAN,PERKOTAAN,2022,MARET,509314,3200000,761378,24128
PAPUA BARAT,MAKANAN,PERKOTAAN,2022,SEPTEMBER,535410,3200000,761378,24128
PAPUA BARAT,MAKANAN,PERDESAAN,2022,MARET,500372,3200000,697480,24128
PAPUA BARAT,MAKANAN,PERDESAAN,2022,SEPTEMBER,525865,3200000,697480,24128
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2015,MARET,123915,2015000,676879,17313
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,131755,2015000,676879,17313
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2016,MARET,132055,2237000,725085,18314
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,137689,2237000,725085,18314
PAPUA BARAT,NONMAKANAN,PERDESAAN,2015,MARET,76749,2015000,420440,17313
PAPUA BARAT,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,82321,2015000,420440,17313
PAPUA BARAT,NONMAKANAN,PERDESAAN,2016,MARET,84422,2237000,402906,18314
PAPUA BARAT,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,89046,2237000,402906,18314
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2017,MARET,140489,2421500,814450,19911
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,144831,2421500,814450,19911
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2018,MARET,146928,2667000,819391,21727
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,162059,2667000,819391,21727
PAPUA BARAT,NONMAKANAN,PERDESAAN,2017,MARET,91318,2421500,414874,19911
PAPUA BARAT,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,94229,2421500,414874,19911
PAPUA BARAT,NONMAKANAN,PERDESAAN,2018,MARET,98229,2667000,502000,21727
PAPUA BARAT,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,105223,2667000,502000,21727
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2019,MARET,164353,2934500,872356,22987
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,169463,2934500,872356,22987
PAPUA BARAT,NONMAKANAN,PERDESAAN,2019,MARET,107703,2934500,576152,22987
PAPUA BARAT,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,115627,2934500,576152,22987
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2022,MARET,190854,3200000,883993,24128
PAPUA BARAT,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,206365,3200000,883993,24128
PAPUA BARAT,NONMAKANAN,PERDESAAN,2022,MARET,141193,3200000,612654,24128
PAPUA BARAT,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,156596,3200000,612654,24128
PAPUA,MAKANAN,PERKOTAAN,2015,MARET,289615,2193000,666922,19290
PAPUA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,290712,2193000,666922,19290
PAPUA,MAKANAN,PERKOTAAN,2016,MARET,305903,2435000,668005,22961
PAPUA,MAKANAN,PERKOTAAN,2016,SEPTEMBER,314057,2435000,668005,22961
PAPUA,MAKANAN,PERDESAAN,2015,MARET,307562,2193000,403652,19290
PAPUA,MAKANAN,PERDESAAN,2015,SEPTEMBER,310937,2193000,403652,19290
PAPUA,MAKANAN,PERDESAAN,2016,MARET,328157,2435000,473493,22961
PAPUA,MAKANAN,PERDESAAN,2016,SEPTEMBER,336344,2435000,473493,22961
PAPUA,MAKANAN,PERKOTAAN,2017,MARET,328874,2663646,795023,25657
PAPUA,MAKANAN,PERKOTAAN,2017,SEPTEMBER,334043,2663646,795023,25657
PAPUA,MAKANAN,PERDESAAN,2017,MARET,349305,2663646,580292,25657
PAPUA,MAKANAN,PERDESAAN,2017,SEPTEMBER,350279,2663646,580292,25657
PAPUA,MAKANAN,PERKOTAAN,2019,MARET,394446,3240900,789028,24984
PAPUA,MAKANAN,PERKOTAAN,2019,SEPTEMBER,402419,3240900,789028,24984
PAPUA,MAKANAN,PERDESAAN,2019,MARET,408203,3240900,615756,24984
PAPUA,MAKANAN,PERDESAAN,2019,SEPTEMBER,424006,3240900,615756,24984
PAPUA,MAKANAN,PERKOTAAN,2022,MARET,456263,3561932,904600,24097
PAPUA,MAKANAN,PERKOTAAN,2022,SEPTEMBER,493024,3561932,904600,24097
PAPUA,MAKANAN,PERDESAAN,2022,MARET,476758,3561932,839057,24097
PAPUA,MAKANAN,PERDESAAN,2022,SEPTEMBER,507226,3561932,839057,24097
PAPUA,NONMAKANAN,PERKOTAAN,2015,MARET,151082,2193000,739704,19290
PAPUA,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,154345,2193000,739704,19290
PAPUA,NONMAKANAN,PERKOTAAN,2016,MARET,161082,2435000,746974,22961
PAPUA,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,165237,2435000,746974,22961
PAPUA,NONMAKANAN,PERDESAAN,2015,MARET,80533,2193000,218261,19290
PAPUA,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,81510,2193000,218261,19290
PAPUA,NONMAKANAN,PERDESAAN,2016,MARET,84834,2435000,292366,22961
PAPUA,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,88921,2435000,292366,22961
PAPUA,NONMAKANAN,PERKOTAAN,2017,MARET,169493,2663646,798850,25657
PAPUA,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,174359,2663646,798850,25657
PAPUA,NONMAKANAN,PERDESAAN,2017,MARET,91981,2663646,309079,25657
PAPUA,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,96715,2663646,309079,25657
PAPUA,NONMAKANAN,PERKOTAAN,2019,MARET,194298,3240900,889117,24984
PAPUA,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,201039,3240900,889117,24984
PAPUA,NONMAKANAN,PERDESAAN,2019,MARET,111915,3240900,413438,24984
PAPUA,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,114082,3240900,413438,24984
PAPUA,NONMAKANAN,PERKOTAAN,2022,MARET,220512,3561932,979502,24097
PAPUA,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,230322,3561932,979502,24097
PAPUA,NONMAKANAN,PERDESAAN,2022,MARET,131446,3561932,439173,24097
PAPUA,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,138890,3561932,439173,24097
